product_name,family_name,family_code
 Nautical Anchor Necklace, Jewelry,50230000
 Raku Pottery Vase, Pottery and Ceramics,60120000
Thermal Imaging Camera,Electronic components and supplies,32101600
 Custom Embroidered Patches,Apparel and Luggage and Personal Care Products,53100000
 Fossil Fuel Furnace,Building and Construction and Maintenance Services,72100000
 Goat Cheese,Food Beverage and Tobacco Products,50000000
 Saltwater Fishing Rod,Sporting Goods and Recreational Equipment,49140000
 Exotic Reptile Terrarium,Pet supplies,10110000
 Communication Strategy Consulting,None,-1
Pencil Sharpener,Office Equipment,441018
 Vaccum Micrometring Valve,Laboratory Valves,411038
 Blue Corn Tortilla Chips,Snack Foods,501515
 Diamond Engagement Ring,Precious Stones and Precious Metal Jewelry,5413
 Porcelain Vase,Artwork and decorative objects,601410
 Microscope, Lab Equipments,411218
 Website Development,None,-1
Oil Painting,Art Materials,60141305
 Compost Bin,Farm Supplies,10161605
 Optical Node Transceiver,Fiber Optic Systems,43223306
 Tarot Cards,Stationery,14111516
 Subway Ride,None,-1
 Overhead Projector,Office Machines,44101514
 Didgeridoo,Musical Instruments,60131506
Fishing Rod,Sporting Goods and Recreational Equipment,49141600
 Disc Brake Rotor,Vehicle components and systems,21101700
 Food Dehydrator,Home appliances,52140000
 Natural Oak Hardwood Flooring,Building and Construction Materials,30161500
 Reptile Terrarium,Pet supplies,10101500
 Solar Powered Security Light,Public Lighting and Fixtures,39111500
 Web Design Course,None,-1
Reflector Telescope,Optical Equipment,45121500
 Victorian Pewter Teapot,Kitchen Equipment and Appliances,52150000
 Rye Sourdough Bread,Bread and bakery products,50180000
 Digital Signal Processor,Electronic hardware and component parts and accessories,32101600
 Forged Iron Garden Bench,Outdoor and Recreational Items,49141500
 Thulite Gemstone Necklace,Jewelry,39111600
 Website Design Service,None,-1
Arc Welding Machine,Industrial Machinery and Equipment,23000000
 Artisanal Chocolate,Processed Food and Beverages Production and Distribution,50000000
 Genuine Leather Wallet,Clothing and Accessories and Luggage,53100000
 Webhosting Package,None,-1
 Calcite Geode,Minerals and Ores and Metals,11100000
 Craniosynostosis Surgery,None,-1
 Ceramic Floor Tiles,Structures and Building and Construction and Manufacturing Components and Supplies,30000000
Nano Satellite,Electronic components and supplies,32101611
 Greenhouse Climate Control,Farm supplies,10111306
 Vegan Burgers,Prepared foods,50101800
 Porcelain Doll,Art and Crafts Equipment and Accessories and Supplies,60141005
 Magnetic Resonance Imaging Service,None,-1
 Tarot Card Deck,"Books, Maps, and Globes",55101507
 Robotic Land Mine Disposal,Besieging and field equipment,46191506
Artisan Cheese Wheel, Dairy products,50131501
 Hydrangea Root Extract, Botanicals and Herbs,10101508
 Custom Racing Bicycle, Recreational bicycles,49101512
 Emerald Stud Earrings, Gemstones,54122009
 16th Century Ottoman Manuscript, Antiques and collectibles,60121000
 Unmanned Underwater Vehicle, Military watercraft,25111804
Compressed Air Dusters,Electronic Component Cleaners,26121606
 Precision Screwdrivers Set,Hand Tools,27111509
 Organic Beeswax,Waxes and Wax Products,12161902
 Reusable Handle Shopping Bags,Bags and Luggage,53121700
 Desert Rose,Live Plant,10161801
 Keynote Speaking Services,None,-1
 Apollo Spacecraft Model,Model Kits,60103604
Smoked Salmon,Fish and seafood,50101700
 Pyramid Metronome,Musical Instruments,60103500
 Argan Oil,Personal care products,53131600
 Digital Projector,Audio and visual presentation and composing equipment,45111600
 Historical Costumes,Clothing,53102700
 Crystal Chandelier,Lighting Fixtures and Accessories,39111500
 Investment Consultation,None,-1
Sheep Wool, Textile art and craft materials,60140000
 Bonsai Plant, Live plants and floriculture products,10160000
 Faceted Amethyst, Gemstones and Geology Specimens,60104702
 Old Roman Coin, Antiques and collectibles,60123600
 Aircraft Carrier, Military watercraft,25111700
 Exfoliation Scrub, Personal care products,53131600
Resin Epoxy,Chemical Additives and Raw Materials,12352303
 Organic Honey,Food Beverage and Tobacco Products,50150000
 Military Tank Model,Toys and Games,60140000
 Audio Amplifier,Audio and Video Devices,52160000
 Satellite Dish,IT Networking Equipment,43220000
 Online Marketing Course,None,-1
 Handcrafted Wooden Bowl,Wood and Paper Manufacturing,14110000
Handcrafted Wooden Table, Paints and varnishes,312115
 Amethyst Crystal Cluster, Gemstones and Geology Specimens,111115
 Vintage Porcelain Doll, Dolls and Action Figures,601406
 Tea tree essential oil, Botanicals and Herbs,101015
 Industrial 3D Printer, Manufacturing technologies,232416
 Old Maritime Compass, Antiques and collectibles,601030
Parlor Grand Piano, Musical Instruments and Accessories,60131500
 Monocular Telescope, Laboratory and Measuring and Observing and Testing Equipment,41111706
 Capodimonte Porcelain Figurine, Collectibles and Decorative Items,60123602
 Locomotive Engine Parts, Rail transport,25121700
 Cobra Venom Extract, Phamaceuticals,51410000
 Seaweed Based Fertilizer, Fertilizers and plant nutrients and herbicides,10170000
Respirator Masks,Public Safety and Law Enforcement,46180000
 Cast Iron Dutch Oven,Cookware and Food Preparation,52150000
 Blood Pressure Monitor,Hospital Equipment,42180000
 Wall Tapestries,Artwork and Decorative Items,60103600
 Sustainable Bikini Swimwear,Apparel,53100000
 Website Development,None,-1
 Financial Planning Consulting,None,-1
Cast Iron Cookware, Cookware and bakeware,52152000
 Sacred Lotus Seeds, Garden flowers and bulbs,10161800
 Traditional Berimbau Musical Instrument, Unamplified musical instruments,60121100
 Fermi Laser, Laboratory lasers and light sources,41115300
 Corn Starch, Cooking and baking ingredients,50201700
 Ancient Greek Sandals, Footwear,53111800
Miniature Scale Model Kit, Hobby and Craft Kits,60103902
 Antique Nautical Telescope, Nautical Instruments,50202300
 Handmade Soap, Personal Soap,53131608
 Artisan Cheese, Specialty dairy products,50181700
 3D Printer, Industrial Printing & Graphics Machinery,23241800
 Gameboard," Dolls, Toy Figures, and Playsets",60141602
Solar Panel, Electronic Hardware and Component Parts and Assemblies,32130000
 Feather Pen, Writing instruments and supplies,44120000
 Industrial Sluice Gate, Industrial valves and actuators,40170000
 Green tea Extract Capsules, Dietary supplements,50530000
 Nebulizer Machine, Respiratory and anaesthesia and resuscitation products,42140000
Acoustic Guitar, Unamplified Musical Instruments,60131500
 Solar Panels, Power Generation ,26111600
 Cashmere Socks, Apparel,53102600
 Organic Almond Butter, Edible Nuts and Seeds,50151600
 Electrical Conduits, Electrical Conduit,39131700
 Refrigeration Compressor, Refrigeration equipment and components,40141600
Digital Oscilloscope,Measuring and Observing and Testing Instruments,41110000
 Leather Briefcase,Luggage and Handbags and Packs and Cases,53120000
 Classic Vinyl Record,Audio and Visual Media,45121504
 Inline Skate,Sporting Goods and Recreational Equipment,49220000
 Architectural Scale Model,Arts and Crafts Equipment and Accessories and Supplies,60120000
 Writing Coaching Services,None,-1
 Fresh Parsley,Fresh Cut Produce,50192206
Handheld Chisel,Hand Tools,27112800
 Hazelnut Oil,Oil and gas production and extraction,20101604
 Crime Scene Investigation Kit,Law Enforcement and Security and Safety Equipment and Supplies,46171600
 Soda Ash,Chemicals including Bio Chemicals and Gas Materials,12141900
 Microtome,Laboratory and Measuring and Observing and Testing Equipment,41122400
 Residential Interior Design Services,None,-1
 Metric Bearing,Bearings and bushings and wheels and gears,31171500
Cast Iron Skillet,Cookware and bakeware,52152000
 Percussion Cymbal,Unamplified Musical Instruments,60140000
 Liposomal Vitamin C Supplement,Dietary supplements,50530000
 Crane Ball Valve,Industrial valves and actuators,31160000
 Quantum Cascade Laser,Laboratory lasers and light sources,41110000
 Ballet Pointe Shoes,Footwear,53111600
 Website Design Service,None,-1
None,None,-1
Dental Implants, Surgical and medical instruments,422917
 Scented Candles, Candles and candle holders,60106
 Bronzing Powder, Makeup products,531316
 Wall Tapestries, Interior design or decorating,601227
 Industrial Robotic Arm, Industrial Manufacturing and Processing Machinery and Accessories,232700
 Gourmet Cheese, Specialty dairy products,501615
Copper Bonsai Wire,Forestry and Arboriculture,101515
 Hand-Blown Glass Terrarium,Floriculture and Silviculture Products,101520
 Goat Cheese Soap,Toiletries,531316
 High Stretch Freediving Suit,Sporting Goods and Recreational Equipment,491615
 Antique Silver Handle Quill Pen,Writing instruments,441217
 In-Home Personal Training Sessions,None,-1
 Murano Glass Bead Bracelet,Jewelry making kits and supplies,601062
Lighthouse Bulb,Lighting Fixtures and Accessories,391115
 Neem Oil,Agrochemicals,101915
 Tear Drop Violin,Musical Instruments and Games and Toys,601315
 Apteryx Incisor Extractor,Dental Equipment and Supplies,421524
 Meta Amethyst Cluster,Earth and Stone,111115
 Blood Grooves Novel,"Stationery, Writing Paper and Envelopes",141115
 Home Interior Design Service,None,-1
Compost Bin,Environmental management,7710
 Karate Uniform,Athletic and recreational wear,5310
 Safety Razor,Personal Care Products,5313
 Laminated Floorboarding,Flooring and ceiling materials,3016
 Aquatic Farming Cage,Farming and fishing and forestry and wildlife machinery and accessories,2110
 Dowsing Rod,Exploration and seismic equipment,4110
 Rubik's Cube Tutoring,None,-1
Fossil Display Case,Jewelry and watches,60110000
 Nautical Compass,Navigational and sonar and depth measuring instruments,41110000
 Aromatic Essential Oil,Personal Care Products,53100000
 Organic Manure,Fertilizers and plant nutrients and herbicides,10170000
 Wind Turbine,Power Generation and Distribution Machinery and Accessories,26100000
 Artisan Bread Loaf,Bakery products,50180000
Portable Stargazing Telescope, Lab Equipment and Accessories,41120000
 Thermoforming Machine, Manufacturing Components and Supplies,31160000
 Marine Propeller, Marine Transport and Equipment,25111800
 Refrigerated Display Case, Commercial and Industrial Furniture,56101500
 Leatherworking Tool Kit, Manufacturing Components and Supplies,23180000
 Olive Oil Press, Food and Beverage Processing Machinery and Accessories,41103800
Artificial Bonsai Tree,Floriculture and Silviculture Products,10160000
 Rock Tumbler,Craft equipment and materials,60140000
 Exfoliating Bath Sponge,Personal Care Products,53131600
 Unicycle,Athletic and recreational equipment,49191500
 Braille Typewriter,Specialized and educational aids,60106000
 Pyrite Specimen,Earth and Stone,11111500
 Bankruptcy Consulting,None,-1
Synthetic Diamond, Jewelry and watches,5310
 Reinforced Concrete Pipe, Earth and Stone,1111
 Avocado Oil, Personal Care Products,5300
 Electric Harp, Musical Instruments and Games and Toys,6010
 Microbrewery Equipment, Food and Beverage Processing Machinery and Accessories,5030
 Eco-friendly Event Management,None,80000000
 Anemometer, Navigational and sonar and depth measuring instruments,4215
Lead Crystal Wine Glasses,Glassware,52122301
 Cardiology Stethoscope,Medical Diagnostic Equipment and Supplies,41122003
 Industrial Sewing Machine,"Textile, Fabric, and Leather Manufacturing Machinery and Equipment",23151600
 Heavy-Duty Truck Brake Pads,Vehicle parts and accessories,25171004
 Organic Fertilizer,"Agricultural, Farming, Fishing, Forestry and Wildlife Equipment",10150000
 Ruby Gemstones,Jewelry Making Kits and Supplies,60141401
 Personal Fitness Training,None,-1
Bamboo Fly Rod, Fishing and hunting equipment,49120000
 Retractable Awning, Accommodation furniture,56111900
 Nepalese Handmade Paper, Office supplies,44120000
 Cosmic Telescopes, Transactional and promotional support,82120000
 Quinoa Pasta, Prepared and preserved foods,50180000
 Solar Powered Water Heater, Heating and ventilation and air circulation,40100000
Deep Sea Submersible, Marine Craft Systems and Subassemblies,251118
 Elite Fencing Epee, Athletic and Recreational Sporting Goods,491615
 High-end Microscope, Laboratory and Measuring and Observing and Testing Equipment,411000
 Laminate Flooring Kit, Lumber and building materials,301600
 Underground Mining Carrier, Mining and oil and gas services,710000
Astrolabe,Laboratory and Measuring and Observing and Testing Equipment,41110000
 Obsidian Knife,Stone cutting and shaping and finishing tools,27131500
 Bamboo Flute,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,60120000
 Solar Radiometer,Laboratory and scientific equipment,41100000
 Anemone Seeds,Live Plant and Animal Material and Accessories and Supplies,10150000
Ball gown,Clothing and Accessories and Luggage and Personal Care Products,5310
 Exotic bird feed,Animal feed,101500
 Novel based on historical events,Books and magazines and newspapers and publications,5510
 Electric dough roller,Machining and processing and advanced manufacturing,232700
 Indoor rock climbing wall,Athletic and outdoor clothing and equipment,4916
 Solar panel,Power Generation and Distribution Machinery and Accessories,2611
Lunar Observatory Telescope, Laboratory and Measuring and Observing and Testing Equipment,41110000
 Portable Aluminium Greenhouse, Horticulture farming and garden equipment,10152000
 Fly Fishing Net, Fishing and fishing trade equipment,46191602
 Zirconium Oxide Sharpening Stone, Grinding and polishing and smoothing equipment,23131500
 Eucalyptus Essential Oil, Natural oils and waxes,12141500
